Date,cash,open_value,equity_curve,buy_and_hold_value,rolling_max,drawdown_pct
2020-03-03,10000.0,0.0,10000.0,10000.0,10000.0,0.0
2020-03-04,10000.0,0.0,10000.0,10463.845657763914,10000.0,0.0
2020-03-05,10000.0,0.0,10000.0,10124.429905031815,10000.0,0.0
2020-03-06,10000.0,0.0,10000.0,9989.976201521491,10000.0,0.0
2020-03-09,10000.0,0.0,10000.0,9199.84815047575,10000.0,0.0
2020-03-10,10000.0,0.0,10000.0,9862.43568071433,10000.0,0.0
2020-03-11,10000.0,0.0,10000.0,9519.908257403298,10000.0,0.0
2020-03-12,10000.0,0.0,10000.0,8579.772896568704,10000.0,0.0
2020-03-13,10000.0,0.0,10000.0,9607.700614676243,10000.0,0.0
2020-03-16,10000.0,0.0,10000.0,8371.699176767994,10000.0,0.0
2020-03-17,10000.0,0.0,10000.0,8739.80347743427,10000.0,0.0
2020-03-18,10000.0,0.0,10000.0,8525.853446855515,10000.0,0.0
2020-03-19,10000.0,0.0,10000.0,8460.52787856426,10000.0,0.0
2020-03-20,10000.0,0.0,10000.0,7923.406597880816,10000.0,0.0
2020-03-23,10000.0,0.0,10000.0,7755.08051421253,10000.0,0.0
2020-03-24,10000.0,0.0,10000.0,8533.112077733118,10000.0,0.0
2020-03-25,10000.0,0.0,10000.0,8486.105283321298,10000.0,0.0
2020-03-26,10000.0,0.0,10000.0,8932.669566532686,10000.0,0.0
2020-03-27,10000.0,0.0,10000.0,8562.836970190618,10000.0,0.0
2020-03-30,10000.0,0.0,10000.0,8807.202789575756,10000.0,0.0
2020-03-31,10000.0,0.0,10000.0,8789.229463870763,10000.0,0.0
2020-04-01,10000.0,0.0,10000.0,8326.766126206407,10000.0,0.0
2020-04-02,10000.0,0.0,10000.0,8465.712238189839,10000.0,0.0
2020-04-03,10000.0,0.0,10000.0,8344.048028160725,10000.0,0.0
2020-04-06,10000.0,0.0,10000.0,9071.961654092354,10000.0,0.0
2020-04-07,10000.0,0.0,10000.0,8966.88739486509,10000.0,0.0
2020-04-08,10000.0,0.0,10000.0,9196.391559124168,10000.0,0.0
2020-04-09,10000.0,0.0,10000.0,9262.753471938744,10000.0,0.0
2020-04-13,10000.0,0.0,10000.0,9444.559418035327,10000.0,0.0
2020-04-14,10000.0,0.0,10000.0,9921.539490053097,10000.0,0.0
2020-04-15,10000.0,0.0,10000.0,9830.982492581039,10000.0,0.0
2020-04-16,10000.0,0.0,10000.0,9909.09702695171,10000.0,0.0
2020-04-17,10000.0,0.0,10000.0,9774.643323441385,10000.0,0.0
2020-04-20,10000.0,0.0,10000.0,9571.753963266256,10000.0,0.0
2020-04-21,10000.0,0.0,10000.0,9275.8878861926,10000.0,0.0
2020-04-22,10000.0,0.0,10000.0,9543.066470135664,10000.0,0.0
2020-04-23,10000.0,0.0,10000.0,9506.08294680056,10000.0,0.0
2020-04-24,10000.0,0.0,10000.0,9780.519634219432,10000.0,0.0
2020-04-27,10000.0,0.0,10000.0,9787.432816922594,10000.0,0.0
2020-04-28,10000.0,0.0,10000.0,9628.78402875479,10000.0,0.0
2020-04-29,10000.0,0.0,10000.0,9945.043678361697,10000.0,0.0
2020-04-30,10000.0,0.0,10000.0,10154.845166436404,10000.0,0.0
2020-05-01,10000.0,0.0,10000.0,9991.359049022842,10000.0,0.0
2020-05-04,10000.0,0.0,10000.0,10132.724880432741,10000.0,0.0
2020-05-05,10000.0,0.0,10000.0,10284.80540667003,10000.0,0.0
2020-05-06,10000.0,0.0,10000.0,10390.91653782241,10000.0,0.0
2020-05-07,10000.0,0.0,10000.0,10498.409461672552,10000.0,0.0
2020-05-08,10000.0,0.0,10000.0,10719.27267495447,10000.0,0.0
