Date,cash,open_value,equity_curve,buy_and_hold_value,rolling_max,drawdown_pct
2020-03-03,10000.0,0.0,10000.0,10000.0,10000.0,0.0
2020-03-04,10000.0,0.0,10000.0,10417.223872036535,10000.0,0.0
2020-03-05,10000.0,0.0,10000.0,10100.725637453992,10000.0,0.0
2020-03-06,10000.0,0.0,10000.0,9930.304015426032,10000.0,0.0
2020-03-09,10000.0,0.0,10000.0,9240.500824526764,10000.0,0.0
2020-03-10,10000.0,0.0,10000.0,9743.651173061317,10000.0,0.0
2020-03-11,10000.0,0.0,10000.0,9319.26700412085,10000.0,0.0
2020-03-12,10000.0,0.0,10000.0,8464.770428716769,10000.0,0.0
2020-03-13,10000.0,0.0,10000.0,9181.783476263688,10000.0,0.0
2020-03-16,10000.0,0.0,10000.0,8081.917438644523,10000.0,0.0
2020-03-17,10000.0,0.0,10000.0,8694.863619653188,10000.0,0.0
2020-03-18,10000.0,0.0,10000.0,8430.399546752478,10000.0,0.0
2020-03-19,10000.0,0.0,10000.0,8481.00092064082,10000.0,0.0
2020-03-20,10000.0,0.0,10000.0,8148.749304456917,10000.0,0.0
2020-03-23,10000.0,0.0,10000.0,8137.292829410625,10000.0,0.0
2020-03-24,10000.0,0.0,10000.0,8767.424451401434,10000.0,0.0
2020-03-25,10000.0,0.0,10000.0,8702.50175529252,10000.0,0.0
2020-03-26,10000.0,0.0,10000.0,9160.778967461878,10000.0,0.0
2020-03-27,10000.0,0.0,10000.0,8845.713520672827,10000.0,0.0
2020-03-30,10000.0,0.0,10000.0,9167.462154043116,10000.0,0.0
2020-03-31,10000.0,0.0,10000.0,9089.173084771724,10000.0,0.0
2020-04-01,10000.0,0.0,10000.0,8702.978865615212,10000.0,0.0
2020-04-02,10000.0,0.0,10000.0,8879.606563901716,10000.0,0.0
2020-04-03,10000.0,0.0,10000.0,8753.580239503555,10000.0,0.0
2020-04-06,10000.0,0.0,10000.0,9379.415683352005,10000.0,0.0
2020-04-07,10000.0,0.0,10000.0,9375.596615532339,10000.0,0.0
2020-04-08,10000.0,0.0,10000.0,9574.661610414147,10000.0,0.0
2020-04-09,10000.0,0.0,10000.0,9588.505093899319,10000.0,0.0
2020-04-13,10000.0,0.0,10000.0,9692.094850114881,10000.0,0.0
2020-04-14,10000.0,0.0,10000.0,10113.614900293776,10000.0,0.0
2020-04-15,10000.0,0.0,10000.0,9997.61299156112,10000.0,0.0
2020-04-16,10000.0,0.0,10000.0,10179.969655783478,10000.0,0.0
2020-04-17,10000.0,0.0,10000.0,10277.353335740496,10000.0,0.0
2020-04-20,10000.0,0.0,10000.0,10155.6239178974,10000.0,0.0
2020-04-21,10000.0,0.0,10000.0,9780.886173787181,10000.0,0.0
2020-04-22,10000.0,0.0,10000.0,10071.12877236746,10000.0,0.0
2020-04-23,10000.0,0.0,10000.0,10049.647153242955,10000.0,0.0
2020-04-24,10000.0,0.0,10000.0,10208.13446148922,10000.0,0.0
2020-04-27,10000.0,0.0,10000.0,10290.24259858028,10000.0,0.0
2020-04-28,10000.0,0.0,10000.0,10096.429459311632,10000.0,0.0
2020-04-29,10000.0,0.0,10000.0,10454.458872762398,10000.0,0.0
2020-04-30,10000.0,0.0,10000.0,10450.16269462004,10000.0,0.0
2020-05-01,10000.0,0.0,10000.0,10155.6239178974,10000.0,0.0
2020-05-04,10000.0,0.0,10000.0,10274.012106656228,10000.0,0.0
2020-05-05,10000.0,0.0,10000.0,10390.491125711578,10000.0,0.0
2020-05-06,10000.0,0.0,10000.0,10454.458872762398,10000.0,0.0
2020-05-07,10000.0,0.0,10000.0,10589.078281857986,10000.0,0.0
2020-05-08,10000.0,0.0,10000.0,10734.199216941774,10000.0,0.0
2020-05-11,10000.0,0.0,10000.0,10830.150837518004,10000.0,0.0
2020-05-12,10000.0,0.0,10000.0,10603.398875665851,10000.0,0.0
2020-05-13,10000.0,0.0,10000.0,10470.68936468645,10000.0,0.0
2020-05-14,10000.0,0.0,10000.0,10589.555392180679,10000.0,0.0
2020-05-15,10000.0,0.0,10000.0,10658.29715610926,10000.0,0.0
2020-05-18,10000.0,0.0,10000.0,10856.883583842962,10000.0,0.0
