fast_window,slow_window,atr_window,stop_atr_mult,tp1_mult,tp2_mult,tp3_mult,regime_ma_window,min_atr_pct,sweep_lookback,require_sweep,avg_strategy_return_%,avg_buy_hold_%,avg_max_drawdown_%,avg_num_trades,avg_win_rate_%,avg_avg_win_$,avg_avg_loss_$,avg_avg_rr,avg_profit_factor,avg_expectancy_$,avg_mc_prob_profit_%,avg_mc_p05_return_%,avg_mc_median_max_dd_%,valid_ticker_count,score
21,42,14,1.0,1.5,2.5,4.0,100,0.015,20,False,128.7575,784.2650000000001,-33.2825,11.5,40.525000000000006,254.29999999999998,-128.1625,1.8800000000000001,1.33,0.1200000000000001,56.5875,-8.1275,-5.2225,3,39.47575000000002
14,84,14,0.8,1.0,2.0,3.0,150,0.015,5,False,129.8725,740.07,-37.215,10.5,40.302499999999995,302.6075,-134.4075,2.0275,1.2275,27.6325,52.162499999999994,-9.0125,-4.7250000000000005,3,39.29275
14,84,14,0.8,1.0,2.0,3.0,150,0.015,10,False,129.8725,740.07,-37.215,10.5,40.302499999999995,302.6075,-134.4075,2.0275,1.2275,27.6325,52.162499999999994,-9.0125,-4.7250000000000005,3,39.29275
14,84,14,0.8,1.0,2.0,3.0,150,0.015,20,False,129.8725,740.07,-37.215,10.5,40.302499999999995,302.6075,-134.4075,2.0275,1.2275,27.6325,52.162499999999994,-9.0125,-4.7250000000000005,3,39.29275
14,84,14,0.8,1.5,2.5,3.0,150,0.015,10,False,130.0525,740.07,-35.9775,10.5,30.982499999999998,398.75500000000005,-134.7575,2.71,1.2625000000000002,35.25999999999999,46.3,-10.209999999999999,-5.5025,3,38.32124999999998
14,84,14,0.8,1.5,2.5,3.0,150,0.015,20,False,130.0525,740.07,-35.9775,10.5,30.982499999999998,398.75500000000005,-134.7575,2.71,1.2625000000000002,35.25999999999999,46.3,-10.209999999999999,-5.5025,3,38.32124999999998
14,84,14,0.8,1.5,2.5,3.0,150,0.015,5,False,130.0525,740.07,-35.9775,10.5,30.982499999999998,398.75500000000005,-134.7575,2.71,1.2625000000000002,35.25999999999999,46.3,-10.209999999999999,-5.5025,3,38.32124999999998
14,84,14,1.0,1.0,2.5,4.0,150,0.015,10,False,94.66250000000001,740.07,-32.865,10.5,47.665000000000006,191.82000000000002,-121.7525,1.5299999999999998,1.325,24.060000000000002,53.7375,-7.04,-3.7575000000000003,3,36.44250000000001
14,84,14,1.0,1.0,2.5,4.0,150,0.015,5,False,94.66250000000001,740.07,-32.865,10.5,47.665000000000006,191.82000000000002,-121.7525,1.5299999999999998,1.325,24.060000000000002,53.7375,-7.04,-3.7575000000000003,3,36.44250000000001
14,84,14,1.0,1.0,2.5,4.0,150,0.015,20,False,94.66250000000001,740.07,-32.865,10.5,47.665000000000006,191.82000000000002,-121.7525,1.5299999999999998,1.325,24.060000000000002,53.7375,-7.04,-3.7575000000000003,3,36.44250000000001
14,84,14,0.8,1.5,2.0,3.0,150,0.015,5,False,129.205,740.07,-37.345,10.5,30.982499999999998,372.31,-134.63,2.5324999999999998,1.1875,27.215,44.1875,-10.2025,-5.495000000000001,3,35.51400000000001
14,84,14,0.8,1.5,2.0,3.0,150,0.015,20,False,129.205,740.07,-37.345,10.5,30.982499999999998,372.31,-134.63,2.5324999999999998,1.1875,27.215,44.1875,-10.2025,-5.495000000000001,3,35.51400000000001
14,84,14,0.8,1.5,2.0,3.0,150,0.015,10,False,129.205,740.07,-37.345,10.5,30.982499999999998,372.31,-134.63,2.5324999999999998,1.1875,27.215,44.1875,-10.2025,-5.495000000000001,3,35.51400000000001
14,84,14,1.0,1.0,2.0,4.0,150,0.015,10,False,94.21249999999999,740.07,-33.0025,10.5,47.665000000000006,181.2075,-121.62750000000001,1.4474999999999998,1.25,19.0975,52.0,-7.14,-3.725,3,34.29825000000001
14,84,14,1.0,1.0,2.0,4.0,150,0.015,5,False,94.21249999999999,740.07,-33.0025,10.5,47.665000000000006,181.2075,-121.62750000000001,1.4474999999999998,1.25,19.0975,52.0,-7.14,-3.725,3,34.29825000000001
14,84,14,1.0,1.0,2.0,4.0,150,0.015,20,False,94.21249999999999,740.07,-33.0025,10.5,47.665000000000006,181.2075,-121.62750000000001,1.4474999999999998,1.25,19.0975,52.0,-7.14,-3.725,3,34.29825000000001
14,84,14,1.0,1.5,2.0,4.0,100,0.015,5,False,105.295,740.07,-32.462500000000006,11.0,38.05,251.94,-131.41250000000002,1.835,1.1075,12.5775,48.275000000000006,-9.092500000000001,-4.83,3,30.80449999999999
14,84,14,1.0,1.5,2.0,4.0,100,0.015,10,False,105.295,740.07,-32.462500000000006,11.0,38.05,251.94,-131.41250000000002,1.835,1.1075,12.5775,48.275000000000006,-9.092500000000001,-4.83,3,30.80449999999999
14,84,14,1.0,1.5,2.0,4.0,100,0.015,20,False,105.295,740.07,-32.462500000000006,11.0,38.05,251.94,-131.41250000000002,1.835,1.1075,12.5775,48.275000000000006,-9.092500000000001,-4.83,3,30.80449999999999
14,84,14,1.0,1.5,2.5,4.0,100,0.015,5,False,105.885,740.07,-32.31,11.0,38.05,257.695,-131.63,1.8749999999999998,1.105,13.099999999999998,46.3625,-9.295,-4.9325,3,30.738500000000002
14,84,14,1.0,1.5,2.5,4.0,100,0.015,20,False,105.885,740.07,-32.31,11.0,38.05,257.695,-131.63,1.8749999999999998,1.105,13.099999999999998,46.3625,-9.295,-4.9325,3,30.738500000000002
14,84,14,1.0,1.5,2.5,4.0,100,0.015,10,False,105.885,740.07,-32.31,11.0,38.05,257.695,-131.63,1.8749999999999998,1.105,13.099999999999998,46.3625,-9.295,-4.9325,3,30.738500000000002
14,84,14,1.0,1.5,2.5,4.0,150,0.015,20,False,92.3975,740.07,-33.23,10.5,35.567499999999995,257.11,-126.75249999999998,1.9149999999999998,1.04,8.3325,42.2,-9.307500000000001,-4.8999999999999995,3,25.29950000000001
14,84,14,1.0,1.5,2.5,4.0,150,0.015,10,False,92.3975,740.07,-33.23,10.5,35.567499999999995,257.11,-126.75249999999998,1.9149999999999998,1.04,8.3325,42.2,-9.307500000000001,-4.8999999999999995,3,25.29950000000001
14,84,14,1.0,1.5,2.5,4.0,150,0.015,5,False,92.3975,740.07,-33.23,10.5,35.567499999999995,257.11,-126.75249999999998,1.9149999999999998,1.04,8.3325,42.2,-9.307500000000001,-4.8999999999999995,3,25.29950000000001
14,84,14,1.0,1.5,2.0,3.0,150,0.015,5,False,91.91499999999999,740.07,-30.1125,10.5,35.567499999999995,245.39000000000001,-126.89,1.84,1.005,4.334999999999998,41.650000000000006,-9.1375,-4.89,3,24.75975000000001
14,84,14,1.0,1.5,2.0,3.0,150,0.015,20,False,91.91499999999999,740.07,-30.1125,10.5,35.567499999999995,245.39000000000001,-126.89,1.84,1.005,4.334999999999998,41.650000000000006,-9.1375,-4.89,3,24.75975000000001
14,84,14,1.0,1.5,2.0,3.0,150,0.015,10,False,91.91499999999999,740.07,-30.1125,10.5,35.567499999999995,245.39000000000001,-126.89,1.84,1.005,4.334999999999998,41.650000000000006,-9.1375,-4.89,3,24.75975000000001
14,84,14,1.0,1.5,2.0,4.0,150,0.015,5,False,91.34,740.07,-33.3425,10.5,35.567499999999995,242.97750000000002,-126.50250000000001,1.8175000000000001,0.9949999999999999,4.040000000000001,41.0625,-9.370000000000001,-4.9025,3,23.706000000000003
14,84,14,1.0,1.5,2.0,4.0,150,0.015,10,False,91.34,740.07,-33.3425,10.5,35.567499999999995,242.97750000000002,-126.50250000000001,1.8175000000000001,0.9949999999999999,4.040000000000001,41.0625,-9.370000000000001,-4.9025,3,23.706000000000003
14,84,14,1.0,1.5,2.0,4.0,150,0.015,20,False,91.34,740.07,-33.3425,10.5,35.567499999999995,242.97750000000002,-126.50250000000001,1.8175000000000001,0.9949999999999999,4.040000000000001,41.0625,-9.370000000000001,-4.9025,3,23.706000000000003
21,42,14,0.8,1.0,2.5,4.0,100,0.015,20,False,255.62249999999997,784.2650000000001,-40.435,12.5,52.635000000000005,223.4375,-139.69,1.62,1.9449999999999998,51.485,72.2375,-7.1925,-3.9425,4,11.833250000000021
21,42,14,0.8,1.0,2.5,4.0,100,0.015,10,False,255.62249999999997,784.2650000000001,-40.435,12.5,52.635000000000005,223.4375,-139.69,1.62,1.9449999999999998,51.485,72.2375,-7.1925,-3.9425,4,11.833250000000021
21,42,14,0.8,1.0,2.5,4.0,100,0.015,5,False,255.62249999999997,784.2650000000001,-40.435,12.5,52.635000000000005,223.4375,-139.69,1.62,1.9449999999999998,51.485,72.2375,-7.1925,-3.9425,4,11.833250000000021
21,42,14,0.8,1.0,2.0,4.0,100,0.015,20,False,253.585,784.2650000000001,-40.635000000000005,12.5,52.635000000000005,209.1175,-139.6275,1.515,1.8250000000000002,44.3125,69.96249999999999,-7.3100000000000005,-3.97,4,8.266500000000036
21,42,14,0.8,1.0,2.0,4.0,100,0.015,10,False,253.585,784.2650000000001,-40.635000000000005,12.5,52.635000000000005,209.1175,-139.6275,1.515,1.8250000000000002,44.3125,69.96249999999999,-7.3100000000000005,-3.97,4,8.266500000000036
21,42,14,0.8,1.0,2.0,4.0,100,0.015,5,False,253.585,784.2650000000001,-40.635000000000005,12.5,52.635000000000005,209.1175,-139.6275,1.515,1.8250000000000002,44.3125,69.96249999999999,-7.3100000000000005,-3.97,4,8.266500000000036
14,42,14,0.8,1.0,2.5,4.0,100,0.015,5,False,193.41750000000002,784.2650000000001,-40.4825,11.25,57.63,198.40499999999997,-139.2,1.4649999999999999,2.1624999999999996,55.87,73.875,-5.76,-3.3224999999999993,4,5.1042500000000075
14,42,14,0.8,1.0,2.5,4.0,100,0.015,10,False,193.41750000000002,784.2650000000001,-40.4825,11.25,57.63,198.40499999999997,-139.2,1.4649999999999999,2.1624999999999996,55.87,73.875,-5.76,-3.3224999999999993,4,5.1042500000000075
14,42,14,0.8,1.0,2.5,4.0,100,0.015,20,False,193.41750000000002,784.2650000000001,-40.4825,11.25,57.63,198.40499999999997,-139.2,1.4649999999999999,2.1624999999999996,55.87,73.875,-5.76,-3.3224999999999993,4,5.1042500000000075
14,42,14,0.8,1.0,2.0,4.0,100,0.015,10,False,192.6325,784.2650000000001,-40.5975,11.25,57.63,185.9125,-139.2,1.3725,2.03,48.76,71.4,-5.932499999999999,-3.3400000000000003,4,1.5617499999999893
14,42,14,0.8,1.0,2.0,4.0,100,0.015,20,False,192.6325,784.2650000000001,-40.5975,11.25,57.63,185.9125,-139.2,1.3725,2.03,48.76,71.4,-5.932499999999999,-3.3400000000000003,4,1.5617499999999893
14,42,14,0.8,1.0,2.0,4.0,100,0.015,5,False,192.6325,784.2650000000001,-40.5975,11.25,57.63,185.9125,-139.2,1.3725,2.03,48.76,71.4,-5.932499999999999,-3.3400000000000003,4,1.5617499999999893
21,42,14,0.8,1.5,2.0,4.0,100,0.015,10,False,201.08250000000004,784.2650000000001,-40.912499999999994,12.0,39.295,378.64,-143.245,2.5075,1.8175000000000001,29.065,62.862500000000004,-8.219999999999999,-6.1675,4,-7.638000000000005
21,42,14,0.8,1.5,2.0,4.0,100,0.015,20,False,201.08250000000004,784.2650000000001,-40.912499999999994,12.0,39.295,378.64,-143.245,2.5075,1.8175000000000001,29.065,62.862500000000004,-8.219999999999999,-6.1675,4,-7.638000000000005
21,42,14,0.8,1.5,2.0,4.0,100,0.015,5,False,201.08250000000004,784.2650000000001,-40.912499999999994,12.0,39.295,378.64,-143.245,2.5075,1.8175000000000001,29.065,62.862500000000004,-8.219999999999999,-6.1675,4,-7.638000000000005
14,42,14,0.8,1.5,2.0,4.0,100,0.015,5,False,191.9075,784.2650000000001,-41.35,11.25,41.12,311.4475,-149.0275,2.1174999999999997,1.7775,39.24499999999999,63.1875,-8.215,-5.529999999999999,4,-8.800749999999994
14,42,14,0.8,1.5,2.0,4.0,100,0.015,20,False,191.9075,784.2650000000001,-41.35,11.25,41.12,311.4475,-149.0275,2.1174999999999997,1.7775,39.24499999999999,63.1875,-8.215,-5.529999999999999,4,-8.800749999999994
14,42,14,0.8,1.5,2.0,4.0,100,0.015,10,False,191.9075,784.2650000000001,-41.35,11.25,41.12,311.4475,-149.0275,2.1174999999999997,1.7775,39.24499999999999,63.1875,-8.215,-5.529999999999999,4,-8.800749999999994
14,42,14,0.8,1.5,2.5,4.0,100,0.015,5,False,191.0675,784.2650000000001,-41.05,11.25,41.12,295.62,-148.69,2.0,1.6124999999999998,28.385,60.9875,-9.1525,-5.5675,4,-13.28224999999999
14,42,14,0.8,1.5,2.5,4.0,100,0.015,20,False,191.0675,784.2650000000001,-41.05,11.25,41.12,295.62,-148.69,2.0,1.6124999999999998,28.385,60.9875,-9.1525,-5.5675,4,-13.28224999999999
14,42,14,0.8,1.5,2.5,4.0,100,0.015,10,False,191.0675,784.2650000000001,-41.05,11.25,41.12,295.62,-148.69,2.0,1.6124999999999998,28.385,60.9875,-9.1525,-5.5675,4,-13.28224999999999
21,42,14,0.8,1.5,2.5,4.0,100,0.015,20,False,199.295,784.2650000000001,-40.3625,12.0,39.295,370.87250000000006,-143.2325,2.405,1.565,15.682500000000001,62.8,-9.549999999999999,-6.21,4,-13.91225
21,42,14,0.8,1.5,2.5,4.0,100,0.015,5,False,199.295,784.2650000000001,-40.3625,12.0,39.295,370.87250000000006,-143.2325,2.405,1.565,15.682500000000001,62.8,-9.549999999999999,-6.21,4,-13.91225
21,42,14,0.8,1.5,2.5,4.0,100,0.015,10,False,199.295,784.2650000000001,-40.3625,12.0,39.295,370.87250000000006,-143.2325,2.405,1.565,15.682500000000001,62.8,-9.549999999999999,-6.21,4,-13.91225
14,84,14,0.8,1.0,2.5,4.0,150,0.015,10,False,130.0925,740.07,-41.150000000000006,10.5,40.302499999999995,329.385,-133.6575,2.2125,1.3325,37.5675,54.9125,-9.215,-4.74,3,-38.313500000000005
14,84,14,0.8,1.0,2.5,4.0,150,0.015,5,False,130.0925,740.07,-41.150000000000006,10.5,40.302499999999995,329.385,-133.6575,2.2125,1.3325,37.5675,54.9125,-9.215,-4.74,3,-38.313500000000005
14,84,14,0.8,1.0,2.5,4.0,150,0.015,20,False,130.0925,740.07,-41.150000000000006,10.5,40.302499999999995,329.385,-133.6575,2.2125,1.3325,37.5675,54.9125,-9.215,-4.74,3,-38.313500000000005
14,84,14,0.8,1.0,2.0,4.0,150,0.015,5,False,129.4275,740.07,-41.3075,10.5,40.302499999999995,310.06000000000006,-134.22,2.085,1.2575,30.21250000000001,53.199999999999996,-9.32,-4.7175,3,-40.742999999999995
14,84,14,0.8,1.0,2.0,4.0,150,0.015,20,False,129.4275,740.07,-41.3075,10.5,40.302499999999995,310.06000000000006,-134.22,2.085,1.2575,30.21250000000001,53.199999999999996,-9.32,-4.7175,3,-40.742999999999995
14,84,14,0.8,1.0,2.0,4.0,150,0.015,10,False,129.4275,740.07,-41.3075,10.5,40.302499999999995,310.06000000000006,-134.22,2.085,1.2575,30.21250000000001,53.199999999999996,-9.32,-4.7175,3,-40.742999999999995
14,84,14,0.8,1.5,2.5,4.0,150,0.015,5,False,129.88,740.07,-41.2725,10.5,30.982499999999998,394.3025,-134.5825,2.6525,1.2425000000000002,34.3225,43.8875,-10.44,-5.5425,3,-43.494249999999994
14,84,14,0.8,1.5,2.5,4.0,150,0.015,10,False,129.88,740.07,-41.2725,10.5,30.982499999999998,394.3025,-134.5825,2.6525,1.2425000000000002,34.3225,43.8875,-10.44,-5.5425,3,-43.494249999999994
14,84,14,0.8,1.5,2.5,4.0,150,0.015,20,False,129.88,740.07,-41.2725,10.5,30.982499999999998,394.3025,-134.5825,2.6525,1.2425000000000002,34.3225,43.8875,-10.44,-5.5425,3,-43.494249999999994
14,84,14,0.8,1.5,2.0,4.0,150,0.015,5,False,129.2825,740.07,-41.38,10.5,30.982499999999998,373.44250000000005,-134.76749999999998,2.5199999999999996,1.1824999999999999,27.5875,43.3125,-10.365,-5.5175,3,-45.436250000000015
14,84,14,0.8,1.5,2.0,4.0,150,0.015,10,False,129.2825,740.07,-41.38,10.5,30.982499999999998,373.44250000000005,-134.76749999999998,2.5199999999999996,1.1824999999999999,27.5875,43.3125,-10.365,-5.5175,3,-45.436250000000015
14,84,14,0.8,1.5,2.0,4.0,150,0.015,20,False,129.2825,740.07,-41.38,10.5,30.982499999999998,373.44250000000005,-134.76749999999998,2.5199999999999996,1.1824999999999999,27.5875,43.3125,-10.365,-5.5175,3,-45.436250000000015
