Date,cash,open_value,equity_curve,buy_and_hold_value,rolling_max,drawdown_pct
2020-05-01,10000.0,0.0,10000.0,10000.0,10000.0,0.0
2020-05-04,10000.0,0.0,10000.0,10300.940602527375,10000.0,0.0
2020-05-05,10000.0,0.0,10000.0,10387.580690330973,10000.0,0.0
2020-05-06,10000.0,0.0,10000.0,10530.801137691173,10000.0,0.0
2020-05-07,10000.0,0.0,10000.0,10781.172516912391,10000.0,0.0
2020-05-08,10000.0,0.0,10000.0,11050.993753058852,10000.0,0.0
2020-05-11,10000.0,0.0,10000.0,11408.869501685438,10000.0,0.0
2020-05-12,10000.0,0.0,10000.0,11036.848157295355,10000.0,0.0
2020-05-13,10000.0,0.0,10000.0,11005.021915825746,10000.0,0.0
2020-05-14,10000.0,0.0,10000.0,11359.361265511456,10000.0,0.0
2020-05-15,10000.0,0.0,10000.0,12010.397269195839,10000.0,0.0
2020-05-18,10000.0,0.0,10000.0,12377.466440970264,10000.0,0.0
2020-05-19,10000.0,0.0,10000.0,12455.619306215589,10000.0,0.0
2020-05-20,10000.0,0.0,10000.0,12688.309365231566,10000.0,0.0
2020-05-21,10000.0,0.0,10000.0,12412.830430379008,10000.0,0.0
2020-05-22,10000.0,0.0,10000.0,12767.875980654284,10000.0,0.0
2020-05-26,10000.0,0.0,10000.0,12331.493929238026,10000.0,0.0
2020-05-27,10000.0,0.0,10000.0,12059.198630281126,10000.0,0.0
2020-05-28,10000.0,0.0,10000.0,12005.093008034093,10000.0,0.0
2020-05-29,10000.0,0.0,10000.0,12554.635778563554,10000.0,0.0
2020-06-01,10000.0,0.0,10000.0,12456.679618848635,10000.0,0.0
2020-06-02,10000.0,0.0,10000.0,12483.555711199977,10000.0,0.0
2020-06-03,10000.0,0.0,10000.0,12404.695970865954,10000.0,0.0
2020-06-04,10000.0,0.0,10000.0,12400.453371335512,10000.0,0.0
2020-06-05,10000.0,0.0,10000.0,12617.582735412336,10000.0,0.0
2020-06-08,10000.0,0.0,10000.0,12454.912431126893,10000.0,0.0
2020-06-09,10000.0,0.0,10000.0,12795.812385638672,10000.0,0.0
2020-06-10,10000.0,0.0,10000.0,13249.522319715825,10000.0,0.0
2020-06-11,10000.0,0.0,10000.0,12442.535372083397,10000.0,0.0
2020-06-12,10000.0,0.0,10000.0,12635.26405561758,10000.0,0.0
2020-06-15,10000.0,0.0,10000.0,12976.518796671966,10000.0,0.0
2020-06-16,10000.0,0.0,10000.0,12827.63930160741,10000.0,0.0
2020-06-17,10000.0,0.0,10000.0,13064.573309152089,10000.0,0.0
2020-06-18,10000.0,0.0,10000.0,13039.112315976401,10000.0,0.0
2020-06-19,10000.0,0.0,10000.0,13100.289387106921,10000.0,0.0
2020-06-22,10000.0,0.0,10000.0,13475.846455938748,10000.0,0.0
2020-06-23,10000.0,0.0,10000.0,13367.281773900337,10000.0,0.0
2020-06-24,10000.0,0.0,10000.0,13063.866434063391,10000.0,0.0
2020-06-25,10000.0,0.0,10000.0,13423.862807956068,10000.0,0.0
2020-06-26,10000.0,0.0,10000.0,12949.996141864973,10000.0,0.0
2020-06-29,10000.0,0.0,10000.0,13013.649973802452,10000.0,0.0
2020-06-30,10000.0,0.0,10000.0,13434.826116822169,10000.0,0.0
2020-07-01,10000.0,0.0,10000.0,13480.443842011799,10000.0,0.0
2020-07-02,10000.0,0.0,10000.0,13596.789546018916,10000.0,0.0
2020-07-06,10000.0,0.0,10000.0,13917.886206061103,10000.0,0.0
2020-07-07,10000.0,0.0,10000.0,13963.85871779334,10000.0,0.0
2020-07-08,10000.0,0.0,10000.0,14450.809318016625,10000.0,0.0
2020-07-09,10000.0,0.0,10000.0,14865.266100698942,10000.0,0.0
2020-07-10,10000.0,0.0,10000.0,14823.184099951057,10000.0,0.0
2020-07-13,10000.0,0.0,10000.0,14219.180920631956,10000.0,0.0
2020-07-14,10000.0,0.0,10000.0,14678.548553415203,10000.0,0.0
2020-07-15,10000.0,0.0,10000.0,14466.723450500127,10000.0,0.0
2020-07-16,10000.0,0.0,10000.0,14335.880062183423,10000.0,0.0
2020-07-17,10000.0,0.0,10000.0,14430.299148458336,10000.0,0.0
2020-07-20,10000.0,0.0,10000.0,14867.74151250764,10000.0,0.0
2020-07-21,10000.0,0.0,10000.0,14609.943897860327,10000.0,0.0
2020-07-22,10000.0,0.0,10000.0,14765.89619080663,10000.0,0.0
2020-07-23,10000.0,0.0,10000.0,14328.807264301673,10000.0,0.0
2020-07-24,10000.0,0.0,10000.0,14420.39750122354,10000.0,0.0
2020-07-27,10000.0,0.0,10000.0,14741.495510263987,10000.0,0.0
2020-07-28,10000.0,0.0,10000.0,14450.10244292793,10000.0,0.0
2020-07-29,10000.0,0.0,10000.0,14803.734243025812,10000.0,0.0
2020-07-30,10000.0,0.0,10000.0,15013.792158219148,10000.0,0.0
2020-07-31,10000.0,0.0,10000.0,15014.852470852193,10000.0,0.0
2020-08-03,10000.0,0.0,10000.0,15574.29823761471,10000.0,0.0
2020-08-04,10000.0,0.0,10000.0,15881.957525980357,10000.0,0.0
2020-08-05,10000.0,0.0,10000.0,15965.41465238743,10000.0,0.0
2020-08-06,10000.0,0.0,10000.0,16034.372745486655,10000.0,0.0
2020-08-07,10000.0,0.0,10000.0,15841.997499496822,10000.0,0.0
2020-08-10,10000.0,0.0,10000.0,15793.196138411537,10000.0,0.0
2020-08-11,10000.0,0.0,10000.0,15347.62066384744,10000.0,0.0
2020-08-12,10000.0,0.0,10000.0,16182.545365462514,10000.0,0.0
2020-08-13,10000.0,0.0,10000.0,16186.434527448606,10000.0,0.0
2020-08-14,10000.0,0.0,10000.0,16357.592728791453,10000.0,0.0
2020-08-17,10000.0,0.0,10000.0,17451.02192014254,10000.0,0.0
2020-08-18,10000.0,0.0,10000.0,17343.164113192823,10000.0,0.0
2020-08-19,10000.0,0.0,10000.0,17170.238724128234,10000.0,0.0
2020-08-20,10000.0,0.0,10000.0,17173.77444856998,10000.0,0.0
2020-08-21,10000.0,0.0,10000.0,17941.15615626148,10000.0,0.0
2020-08-24,10000.0,0.0,10000.0,17993.13980424416,10000.0,0.0
2020-08-25,10000.0,0.0,10000.0,18035.22180499205,10000.0,0.0
2020-08-26,10000.0,0.0,10000.0,18067.755596049483,10000.0,0.0
2020-08-27,10000.0,0.0,10000.0,17863.003291016157,10000.0,0.0
2020-08-28,10000.0,0.0,10000.0,18597.84985865196,10000.0,0.0
2020-08-31,10000.0,0.0,10000.0,18918.59443014806,10000.0,0.0
2020-09-01,10000.0,0.0,10000.0,19550.180576907198,10000.0,0.0
2020-09-02,10000.0,0.0,10000.0,20293.515041600407,10000.0,0.0
2020-09-03,10000.0,0.0,10000.0,18410.778873823874,10000.0,0.0
2020-09-04,10000.0,0.0,10000.0,17854.870180501362,10000.0,0.0
2020-09-08,10000.0,0.0,10000.0,16851.26268935214,10000.0,0.0
2020-09-09,10000.0,0.0,10000.0,17985.713568818064,10000.0,0.0
2020-09-10,10000.0,0.0,10000.0,17415.305842187707,10000.0,0.0
2020-09-11,10000.0,0.0,10000.0,17207.016463714375,10000.0,0.0
2020-09-14,10000.0,0.0,10000.0,18208.147194056637,10000.0,0.0
2020-09-15,10000.0,0.0,10000.0,18376.123108502088,10000.0,0.0
2020-09-16,10000.0,0.0,10000.0,17702.100174452455,10000.0,0.0
2020-09-17,10000.0,0.0,10000.0,17629.95979445583,10000.0,0.0
2020-09-18,10000.0,0.0,10000.0,17242.02566658051,10000.0,0.0
2020-09-21,10000.0,0.0,10000.0,17705.990685436806,10000.0,0.0
2020-09-22,10000.0,0.0,10000.0,17876.440662692698,10000.0,0.0
2020-09-23,10000.0,0.0,10000.0,17149.373768027337,10000.0,0.0
2020-09-24,10000.0,0.0,10000.0,17466.58126608343,10000.0,0.0
2020-09-25,10000.0,0.0,10000.0,18210.269168320985,10000.0,0.0
2020-09-28,10000.0,0.0,10000.0,18438.36184126391,10000.0,0.0
2020-09-29,10000.0,0.0,10000.0,18708.183077410376,10000.0,0.0
2020-09-30,10000.0,0.0,10000.0,19139.26086766489,10000.0,0.0
2020-10-01,10000.0,0.0,10000.0,19258.080634482445,10000.0,0.0
2020-10-02,10000.0,0.0,10000.0,18476.908117570052,10000.0,0.0
2020-10-05,10000.0,0.0,10000.0,19297.68722342163,10000.0,0.0
